,shop_name,review,stars
2897,Thunderbird Coffee,""" 5/11/2016 1 check-in Stumbled across this little coffee shop after taking my car in for service down the street.  On my way walking back to campus",I decided to check this place out since I have seen this establishment packed in the early evenings.    Love the atmosphere of this place.  It has that super chill vibe where people can hang around all day with friends or accomplishing work if they chose to.  The house coffee was super delicious.  I definitely enjoyed the TacoDeli tacos that were also sold here.  Overall
2898,Thunderbird Coffee,""" 10/12/2015 1 check-in Listed in My Fix",Second Home Do you ever open a new bag of chips or cereal and immediately smell its potent concentration of flavored powdery goodness? No? Just me? Ok.  Well
2899,Thunderbird Coffee,""" 5/16/2016 6 check-ins 3 stars for the kinda pricey coffee",but I love everything else. You must try the honey nut latte! Super flavorful and not too heavy like a lot of other lattes. Don't forget to grab a punch card!  The beers during happy hour are pretty cheap! $1 off of all beers from 4-7pm making most of them $3.50 during happy hour. The selection is typical: live oak
2900,Thunderbird Coffee,""" 11/7/2016 Cool that they have a Manor Rd. location. I like the outside seating here",and the inside is bigger than it looks. Good solid Mocha here
2901,Thunderbird Coffee,""" 11/7/2016 I come here every Monday morning when they open. Thunderbird has made itself a perfect place to sip on an artisan coffee drink and ponder. There are quotes written on the tables",the music choice is usually something chill with thought provoking lyrics
2902,Thunderbird Coffee,""" 11/6/2016 Perfect spot to put in hours of work - fast wifi",friendly service
2903,Thunderbird Coffee,""" 10/31/2016 I like the layout of the place",and it's super convenient to where I live and campus. The outside seating is great
2904,Thunderbird Coffee,3/18/2016 1 check-in Good coffee and space Thunderbird coffee!,4.0 star rating
2905,Thunderbird Coffee,""" 1/18/2016 4 check-ins Listed in Austin Coffee Honey nut latte! My go-to drink that I recommend to all my friends who come for the first time. It's sweet but not too milky",and I like the nutty warm taste it has. It's good either hot or iced! I've come here quite a lot since living in Austin
2906,Thunderbird Coffee,""" 1/4/2016 1 check-in Listed in Yelp 100 Challenge 2016",Best of Austin Great little coffeeshop on Manor Road.  Pros:  1. Good coffee. And that's the most important thing
2907,Thunderbird Coffee,""" 4/27/2016 1 check-in I'm conflicted about this review. It used to be one of my favorite coffee shops in all of Austin",but I've grown increasingly agitated with the establishment. I order the same drink religiously and I never deviate from it. While looking at my bank statement
2908,Thunderbird Coffee,""" 10/27/2015 4 check-ins Thunderbird certainly gives off the typical Austin coffee shop vibes",and adds a bit of personality. Inside is chic and comfortable
2909,Thunderbird Coffee,""" 11/19/2015 This is my go too east side spot! Great coffee and nice vibe. They also have an awesome outdoor patio space. Food is okay",I go for the coffee. Everyone talks about the honey nut latte
2910,Thunderbird Coffee,""" 12/6/2015 1 check-in Near my son's school",so we've stopped here several times. Free wifi
2911,Thunderbird Coffee,""" 9/30/2016 Winter is coming...Yeah right! Austin's perfect weather is gracing us and there's no better place to enjoy it than Thunderbird's patio. Baristas are so nice - I always feel douchey asking for my extra shot of espresso lots of ice short on the 2% milk Latte",but they make a note on the ticket and serve it perfectly
2912,Thunderbird Coffee,""" 9/21/2015 This spot is right down the road.  Bennu and Cherrywood become overrun",so I thought I'd give this little neighborhood gem a try.   The guys behind the bar were so friendly and keep their smiles and conversations with the patrons going
2913,Thunderbird Coffee,""" 9/24/2016 Good coffee",nice beer selection.  Seating plenty inside and out.  Most parking is on the street.  Service is good.  Wifi is slow
2914,Thunderbird Coffee,""" 8/27/2015 1 check-in Listed in Brunch Spots Brunch Review:  Thunderbird is dabbling in having brunches on the weekends and I attended their first pop up brunch a couple Saturdays ago.  I already enjoyed this place for the fantastic coffee but",now there is more to love.    I ordered the open faced salmon toast and it was well put together.  How could anything be bad with salmon
2915,Thunderbird Coffee,""" 8/31/2015 1 check-in The coffee is pretty good and it's a cozy space...if you can find a table. And that's after assuming that you've found a place to park.  I'm glad Thunderbird Coffee is here in the Manor neighborhood (and I acknowledge that it's very loved by the community!). It'll be a place that I frequent in the days to come for work meetings","etc...but I will continue to walk into the place expecting to engage in a space struggle. I'm not sure if meeting someone for coffee should really be that stressful...  The baristas are hit-or-miss in terms of pleasantness. I don't always get much of a smile from them but maybe it depends on when you're there?! """
2916,Thunderbird Coffee,""" 4/15/2015 1 check-in After an action-packed weekend",I was drained and phone-less. All I wanted to do was play Sleeping Beauty until I was back home.  With one hour to spare before dinner
2917,Thunderbird Coffee,""" 5/30/2016 Thunderbird has been one of my favorite coffee shops for years now because they execute well on the basics of a coffee shop: clean",bright
2918,Thunderbird Coffee,""" 8/15/2016 1 check-in I am visiting from Los Angeles and this is a great place to stop by if you are visiting Austin or live in Austin. Great customer service and great place to hang out and enjoy a nice cup of coffee","or beer if you like. """
2919,Thunderbird Coffee,""" 11/2/2016 Overall",this is a solid coffee shop. If you're going for just coffee
2920,Thunderbird Coffee,""" 1/18/2015 4 check-ins Listed in a latte love One of my favorite coffee houses in all of Austin! I absolutely love Thunderbird! The coffee/espresso here is great. The baristas have all been really friendly. The atmosphere is really nice and friendly. The place is super cute and vibrant and welcoming.  There aren't a ton of seats/outlets",so that might be the biggest pain--finding somewhere to settle down. It's like war if you go at the wrong time. Outside seating is awesome
2921,Thunderbird Coffee,""" 3/21/2016 I've enjoyed visiting Thunderbird because they seem to have found a pretty good balance between serving solid coffee and dishing up good food. It can be difficult to find a place where you can get both a yummy prepared to order meal and a decent cup of coffee. That said",the espresso is a more inconsistent that some of the other top choices in town. Also
2922,Thunderbird Coffee,1/14/2016 Came here on a sunny afternoon to try out a new coffee shop in town. The iced vanilla latte was very delicious! The environment here was very cute and cozy. I look forward to coming back :),5.0 star rating
2923,Thunderbird Coffee,7/15/2015 2 check-ins Very austin coffee shop that also serves beer and cocktails too. Nice outside area with lots of places to sit. Not great parking options so be sure to park along the street.  I recommend the honey nut latte and the breakfast burritos for breakfast or brunch. The place gets just and tables and outlets might be challenging to find.  Bring your headphones if you want to work. It gets loud.,5.0 star rating
2924,Thunderbird Coffee,""" 7/15/2016 Updated review I forgot I'd reviewed this place kind of negatively a while back--been here several times lately and it's been good so I figured I should update. Employees are very nice and coffee/lattes are good. Never too much of a wait in the early morning. A bit expensive","but it's a treat anyway and it's nice to support a local place. """
2925,Thunderbird Coffee,""" 5/24/2015 Visited Thunderbird for the first time today",Sunday mid afternoon. Parking is rough
2926,Thunderbird Coffee,""" 5/6/2015 1 check-in Great atmosphere",but I can't get over the price of the single shot cappuccino I ordered. Are we in New York
2927,Thunderbird Coffee,""" 10/26/2015 4 check-ins Coffee again? Yupp. I didn't think this review could happen but here we are",thanks to a girlfriend who loves coffee more than me (she has a sweater that says
2928,Thunderbird Coffee,3/17/2016 This place was great! It was my first time visiting Austin and I'm so glad my boyfriend and I came across this place. The baristas were so friendly and helpful. The sandwiches tasted so fresh and the coffee was great.,5.0 star rating
2929,Thunderbird Coffee,""" 7/3/2015 Footnotes to my terrible experience: Crappy service Employee culture is one where it's okay to be confrontational with customers and gossip about them Music is always terrible and too loud Wifi is pretty bad  Coffee is good but not good enough to make up for any of these.  I checked my bank statement and over the last 6 months coming here multiple times a week to work",I've spent $650+.  And no
2930,Thunderbird Coffee,""" 11/29/2015 I've been here a few times and not impressed. I believe the staff is over caffeinated (too much caffeine). Ordered a machiatto and instead of a dapple of foam I received more milk than espresso in my drink. I thought it was just an accident",but happened again.  Great place to hang out
2931,Thunderbird Coffee,""" 3/27/2016 Oh my goodness",hipster hate central y'all!  A little fun is okay (joshing)
2932,Thunderbird Coffee,2/18/2015 1 check-in Austin's coffee scene is killing it. Trendy place with local art on the wall. Lots of space to do work.  Came here with a fellow yelp elite early in the morning -not much of a wait. I ordered the Honey Nut Latte and my friend ordered the cappuccino. Both of which were great. Prices seem typical. I liked the baristas and their food menu also looked pretty bomb ( I guess breakfast tacos everywhere is a thing)!  Highly recommended for you coffee fiends visiting Austin *keep it weird*!,5.0 star rating
2933,Thunderbird Coffee,""" 4/30/2016 My review is based solely on what's in the cup. The atmosphere and service are great",no complaints there. However
2934,Thunderbird Coffee,8/7/2015 3 check-ins I come down here on occasion when I work at Salvage VanGuard Theater.  The coffee is always yummy and the food items I have tasted have been great as well.  I enjoy people watching down there as well.,4.0 star rating
2935,Thunderbird Coffee,""" 12/6/2015 Their turkey cran sandwich will make you slap your mother for not making thanksgiving taste that good. Also","iced and hot coffee are pretty rad. """
2936,Thunderbird Coffee,""" 2/13/2016 Great spot! The coffee and wifi are good","and there is a ton of comfortble seating outside and some inside. """
2937,Thunderbird Coffee,""" 2/18/2016 Lovely staff. Great coffee. And one hundred and three freelancers sitting at single tables with their 13"""" Mac laptops and earbuds in chomping on free wifi. How do they make their money when these guys take up a table for 3 hours for the price of a coffee? The mind boggles. We sat outside in the late morning sun on the picnic tables. If I was a local it would be my regular... """,4.0 star rating
2938,Thunderbird Coffee,2/2/2016 Based on my latte today....it was served barely warm :( maybe just a fluke but it's all I got to go on since I'm from out of town.,2.0 star rating
2939,Thunderbird Coffee,8/2/2015 1 check-in Honey iced coffee was to die for! Love the wall made out of book pages:) the whole vibe was really nice. Lots of people with their laptops and great music! Hubby loved their latte,5.0 star rating
2940,Thunderbird Coffee,""" 12/28/2015 1 check-in Cool vibe",good coffee
2941,Thunderbird Coffee,7/20/2016 Coffee is excellent and you gotta try the Tomato Bazil Grilled Cheese. These guys know where to get the good bread.,4.0 star rating
2942,Thunderbird Coffee,""" 12/7/2014 I spent a lovely hour in Thunderbird this morning. When I got there at 9",there was only one lady in line ahead of me and about 5 people in the shop. Five minutes later
2943,Thunderbird Coffee,""" 11/10/2014 1 check-in Atmosphere = 5 stars Coffee was good. I do wish they had pumpkin flavored syrup","especially since its fall. Staff was friendly! Theres seating everywhere including outside on such a wonderful day! """
2944,Thunderbird Coffee,11/11/2014 1 check-in Heart...Literally in my coffee and I heart Thunderbird too.  I ordered the Troublemaker cappuccino.  The baristas take pride in the foam art and it made me feel special to get my heart.  The espresso was just right. I enjoyed every sip. Coffee love Troublemaker cappuccino,5.0 star rating
2945,Thunderbird Coffee,""" 6/27/2015 The music is a tad loud for a coffee shop -- which doesn't serve the ambience well. Very cute place. It would be nice for it to be a bit more subdued. There are lots of acoustics...so it can be painful to listen to","especially if you're not into the music they are playing.  Nice covered outside area. Spacious inside. Parking is okay. Fine coffee. Lots of outlets. Lots of light. Prefer this place for hanging out and not for being on my computer or reading or relaxing...but that's me. """
2946,Thunderbird Coffee,7/9/2015 No unsweetened soy-bummer No unsweetened almond milk-double bummer No unsweetened chai-triple bummer I had to drink water! The guy was sooo sweet though...gave me water in a glass(not plastic) and 2 lemon wedges!,2.0 star rating
2947,Thunderbird Coffee,""" 3/25/2015 1 check-in I had some time to kill before brunch and needed coffee something fierce. I like the fact that there is a parking lot",ample room to walk around/sit and an outdoor area! The line wasn't bad and the coffee didn't take long to get. I opted for the honey nut latte with soy because I was kind of feeling something different than my regular black coffee and milk...poor choice on my part since the latte was so sweet. I'd gladly go back and try the regular brew though
2948,Thunderbird Coffee,5/23/2015 Iced coffee is very good here and their amber beer is REALLY smooth and delicious. I cant wait to try something on the menu.  Beware parking is terrible,4.0 star rating
2949,Thunderbird Coffee,""" 5/20/2014 1 check-in Listed in Coffee Thursday Another Coffee Thursday...another new experience. *Sigh* I had such high hopes for this place after having a friend rave about it.  The place honestly has a great feel for it. The chalkboard menus are great and the interior has plenty of seating as well as the porch. Lots of awesome lighting and great table space.  When I walked in",my friend had already ordered and was sitting on the patio. Before ordering mine
2950,Thunderbird Coffee,""" 1/6/2016 It's rare that I come to thunderbird for coffee",mostly because I don't live near one. I'm always impressed every time that I do. I was especially impressed with how my bagel dog was prepared. Rockstar no longer carries them
2951,Thunderbird Coffee,5/29/2016 Honey nut latte for days! Nice place to grab a coffee and hang out for a while. Sweet tunes as well. Also had some nice beers on tap. Aces!,5.0 star rating
2952,Thunderbird Coffee,""" 7/5/2015 Awesome place! The parking sucks",but it keeps the place from getting over filled. But once you are in the food is awesome and the drinks are great! I usually end up getting a latte or maybe one of the 12 beers they have.  They have plenty of power plugs and plenty of seating
2953,Thunderbird Coffee,""" 4/9/2015 This place rocks! Every sandwich I've had is fantastic",as is the pumpkin/carrot cake with cream cheese frosting. And the key lime pie. And the vegan chocolate chip cookies.  The cookies.  Dude man.  The cookie game is strong here.  Pro tip: They get deliveries of fresh cookies on Thursday nights around 9PM. They're warm
2954,Thunderbird Coffee,""" 12/12/2015 Honey nut latte is a must-try. I've attempted to do some studying here but I find that the music is too loud inside and outside (even with noise-canceling headphones on and my own music playing). I would hang out at thunderbird",the staff and other patrons seem friendly enough
2955,Thunderbird Coffee,""" 7/23/2014 Love the coffee",hate the service.  This is pretty Austin hipster
2956,Thunderbird Coffee,""" 1/23/2015 My friend and I were looking a great coffee shop to have some coffee and digest our dinner food babies. What a pleasant surprise this was.  Drinks: I ordered the Honey-nut Latte",while my friend ordered the Chai Tea. The latter was simply alright. I am not a fan of chai tea
2957,Thunderbird Coffee,""" 10/1/2015 Great spot to stop in and grab a cup of coffee! I was visiting from out of town",but I'll make a point to stop back in next time I'm in Austin. So many options out there these days
2958,Thunderbird Coffee,""" 1/22/2014 5 check-ins The best thing about this place is the people-watching. Thunderbird attracts the best people. It's what makes this place uniquely fun and lovable. The people that come here give Thunderbird an earthy",genuine vibe. Nobody hides their tattoos. Nobody whispers when discussing intensely personal matters. Nobody casts you a wild eye because you wearing a sleeveless tuxedo shirt. People feel welcomed here
2959,Thunderbird Coffee,""" 9/7/2015 Spend several hours there. My son David had two Cafe Americano and he said there were quite good. I had a lovely berry bread. One of the customers was an artist name Dell and I was watching him while he painted. I do pastels myself. After he came to my table",introduced himself and gave a small painting with beautiful hearts. It is a good place to relax
2960,Thunderbird Coffee,""" 1/10/2014 2 check-ins The thing I like the most about Thunderbird are the folks that work there. Every time I've come for a cup of coffee",the barrista and anyone else behind the counter talks to me and we always have funny conversations that really start my day off right.  The music is usually really good here
2961,Thunderbird Coffee,""" 3/17/2015 My wife loves the Honey Nut Latte here. I had a large iced latte and it honestly didn't taste much different in terms of flavor from a Starbucks iced latte. The food is pretty good here but the prices for the coffees are high considering the available sizes.  This is a total hipster hangout","which is not my scene and there is not much in the way of parking (most people come here on bike). Saying that I still think they make a pretty welcoming environment here and no complaints about the baristas. """
2962,Thunderbird Coffee,""" 1/2/2014 4 check-ins Listed in The best of Austin for Austinites and visitors",Coffee Shops for Writers Very very good coffee here at Thunderbirds. This light-filled east-side spot is also a very pleasant place to work (read
2963,Thunderbird Coffee,""" 8/13/2015 Thunderbird Coffee is an Austin staple","and is worth camping out in for a few hours if you enjoy delicious coffee beverages of all kinds paired with good tunes. """
2964,Thunderbird Coffee,8/27/2015 Good coffee. Friendly staff. Sometimes it's hard to find a good cup of coffee when you are on the road. This spot was a good find for us. I'm glad we stumbled upon it.,4.0 star rating
2965,Thunderbird Coffee,9/30/2014 I was not steered wrong by the fellow Yelpers recommended Honey-Nut Latte. A very comfortable spot to sit with a iced beverage and a book to read.  Since I've returned to Baltimore I've been craving such a place where I can sit outside and get some work done.  I'll happily return once I'm back in Austin.,4.0 star rating
2966,Thunderbird Coffee,""" 12/2/2013 1 check-in Listed in Best part of waking up At 6:30am the staff was awake and friendly",score! My honey latte was fantastic and I was thrilled I could sink into one of the two giant couches to sip and catch up with a gal pal. A very homey place
2967,Thunderbird Coffee,""" 11/15/2014 1 check-in I went here for a ladies night and I got the Chipotle chicken sandwich and it was incredible!  Great price for a decent amount of food. I could even share half of my sandwich with my husband (and he is crazy for sandwiches) I loved the environment and the service","the staff was really friendly.  I definitely recommend this place if you are looking for a really good sandwich. """
2968,Thunderbird Coffee,""" 9/2/2014 36 check-ins I get my Cuvee coffee fix here at least twice a week (sometime 3",4
2969,Thunderbird Coffee,7/21/2015 Great spacious place to study with lots of windows for natural light. The coffee is pretty good as well as their special latte. Just had their Le Raymond sandwich and it was excellent. Staff is super friendly  Bathrooms are pretty clean.,5.0 star rating
2970,Thunderbird Coffee,""" 10/6/2014 1 check-in I'm writing this for my son who has been twice to this location.  """"The chairs were super uncomfortable","and the music was not that kid-friendly. There's a whole bunch of people smoking outdoors.. I don't really like it that much and it smells kind of weird"""" """
2971,Thunderbird Coffee,7/1/2015 Delicious coffee! They know what they are doing here! Came here twice while visiting Austin for the first time. My hubby and I had the honey nut latte and it is the best combination of coffee flavor yet a hint of sweetness from the honey nut flavoring. Tried it iced and hot- good both ways! Definitely recommend trying it!,5.0 star rating
2972,Thunderbird Coffee,""" 6/18/2015 Updated review 6 check-ins Ok Thunderbird",your windows are still superior to the windows of most competitors
2973,Thunderbird Coffee,""" 7/29/2015 Spot ON Always. The baristas are always well informed",cool and collected.  Great Espresso (rotating)
2974,Thunderbird Coffee,""" 10/13/2013 Daylight! Windows! Why are these so hard to find in Austin coffee shops?  Basically",I come to this Thunderbird location because of all the windows. It's nice to work and still feel connected to the passing of the sun and other general weather patterns. A man cave I do not want.  But beyond the windows
2975,Thunderbird Coffee,""" 1/9/2016 Meh... $5 mediocre Almond milk latte. I ordered it to stay and still got it in a to-go cup. Luke warm. My biggest pet peeve! I want my hot coffee hot. I had high hopes for this spot but it just didn't deliver. The search for decent","non chain coffee in Austin continues. """
2976,Thunderbird Coffee,""" 7/7/2014 8 check-ins Listed in Where the Locals Go",Best drinking (coffee and/or adult) I like this place.  What use to be Clementine is still a great and chill place to grab a beer
2977,Thunderbird Coffee,7/9/2014 1 check-in Amazing coffee/cappuccino with great ambiance and outside seating make it a great place to be!,5.0 star rating
2978,Thunderbird Coffee,""" 12/4/2014 I arrived at around 6PM on a Thursday and it was pretty crowded. I'm not sure how generally busy this place gets but finding parking was awful and confusing (granted it was heavy traffic hour).  The atmosphere is not much different from Bennu Coffee. Lots of college students on their laptops. Music a little bit too loud. If you're looking for a quiet little nook to study or do work",I would not suggest coming here. This place has a friendly
2979,Thunderbird Coffee,""" 5/19/2015 Good coffee. Most of the staff was cool too but there are these 2 guys in their early 20s that you can tell are good friends because they dress EXACTLY the same. They were dressed like hipsters. They both had these hats on w/ their hair coming out the bottom of the hat in a pretentious way. Here's the thing",I don't give a crap about ppl and how they dress but a store's employees are a statement of the store and though the owner encouraging independence is cool
2980,Thunderbird Coffee,""" 5/15/2014 1 check-in Listed in Hipster Coffee Shops A haiku to sum up my experience:  Super cute porch thing. My mocha is bland as fuck. See you soon","Epoch. """
2981,Thunderbird Coffee,""" 4/9/2013 28 check-ins Listed in Caffeine Boost Thunderbird's a nice shop. It has a bright and warm interior due to the (mostly natural) lighting with sleek and simple furniture. From my experience",the noise level's just right
2982,Thunderbird Coffee,""" 3/22/2015 1 check-in I had the honey nut latte",which I was excited for given previous reviews but I was disappointed by it. It's SICKLY sweet
2983,Thunderbird Coffee,""" 9/15/2014 2 check-ins This is my 2nd time here. I stop by to get a cup of joe and a bite to eat before I headed to my interview. The staff is friendly","their fast and there is plenty of seating to accommodate anyone who wants to work on their laptop. """
2984,Thunderbird Coffee,8/16/2014 Updated review 10 check-ins I just wanted to add that I come here at random times throughout the day/night (I live close and I work third shift so I always need caffeine) with that said anytime I've come (including close to closing) I have always had a great customer service experience even though I'm just grabbing coffee to go. So I really appreciate that even though I probably spend less than ten minutes at the coffee shop the staff is still welcoming and friendly!,5.0 star rating
2985,Thunderbird Coffee,""" 1/22/2013 2 check-ins I LOVEEEE all the windows and natural light in this coffee shop!  Plus it's a great location and has a decent amount of sitting inside and out!  It's definitely not one of those dark",computer-filled
2986,Thunderbird Coffee,""" 3/16/2014 1 check-in Really liked this place -- definitely see myself coming back again. I'm not a coffee connoisseur or anything",but their cappuccino is the best I've had in a while. I love that they have multiple entrances
2987,Thunderbird Coffee,""" 2/28/2015 This is actually my favorite coffee shop. So",about the drinks...the honey nut latte is my favorite for when I want something sweet. They make a good iced toddy as well. Their chai is delicious
2988,Apanas Coffee & Beer,""" 11/4/2016 4.5. Come here regularly",glad to see business is picking up! Staff is always on their game
2989,Apanas Coffee & Beer,10/12/2016 Big open space and some good coffee. Come here to get some work done. Right now. I'm behind you.  Parking would seem impossible but you can park in the retail space on the south side of that unit. Or normal congress street parking,5.0 star rating
2990,Apanas Coffee & Beer,10/1/2016 +Great espresso -Drip coffee was okay +Lots of non dairy milk choices -Very few gluten free options,4.0 star rating
2991,Apanas Coffee & Beer,""" 9/5/2016 Dropped in for an afternoon coffee with friends. The shop is super hip and clean. Really enjoyed the iced coffee. It was bold but smooth.  They have tons of beer",great coffee
2992,Apanas Coffee & Beer,12/2/2016 Loved the vibe in Apanas! Great place to relax and have a beer or coffee. They have games to play and the food is also delicious. Totally recommend the place.,5.0 star rating
2993,Apanas Coffee & Beer,""" 10/1/2016 I was downtown for ACL Live at Threadgill's and parked a couple of blocks away",across from Apanas. I went inside to get a quick bite to eat
2994,Apanas Coffee & Beer,""" 10/1/2016 This is an AMAZING coffee shop!! The pumpkin latte and blueberry scone were so delicious",and the owner Aamil was so friendly and poured my latte himself. The atmosphere is clean but fun
2995,Apanas Coffee & Beer,""" 9/18/2016 Awesome new coffee shop on South Congress! The space is large",bright
2996,Apanas Coffee & Beer,""" 9/26/2016 The food for lunch is okay but far from great. To my knowledge they just bring in sandwiches from another Austin eatery and reheat it. The beer selection is craft only and starts at $5-6 per beer. I also tried an iced coffee and it was okay",but very expensive. It was $1.50 more than the same iced coffee at Dominican Jos down the block but half the size. Working nearby
2997,Apanas Coffee & Beer,10/10/2016 Loved this place! We stayed around the corner so ended up passing by to and from our hotel. These guys were so nice. Great beer. Great coffee. Very friendly and definitely a place we will come back to next time we're in Austin.,5.0 star rating
2998,Apanas Coffee & Beer,9/21/2016 Stopped in for a quick pit stop to get out of the heat. Found out Apanas had only just opened. The staff was so friendly and nice. Great humor and indulged us in some conversation. Selection of beers is great. Coffee is good. Appreciate all the non-dairy milks on offer. Highly recommend!,5.0 star rating
2999,Apanas Coffee & Beer,9/14/2016 What an awesome little cafe and beer bar! Aamil the owner and Tony the beer manager were so friendly! And the tap list was on point !!,5.0 star rating
3000,Apanas Coffee & Beer,""" 9/16/2016 Apanas is definitely my favorite coffee in the north Austin area. Best drips in town! Mix that with great beer",sandwiches
3001,Apanas Coffee & Beer,""" 9/25/2016 My family came here for afternoon drinks. The environment was very friendly and the service was wonderful.  The bartender was. Wet knowledgeable about the beers they had on tap. The noise level was pleasant","with the exception of some odd music choices. It seems to be a great place to go for a beer if you want to be able to hear each other talk. """
3002,Apanas Coffee & Beer,9/10/2016 Good selection of local Austin area craft beers and coffee drinks. The location is brand new so everything is very clean and modern. Staff was friendly and helpful as well.,5.0 star rating
3003,Apanas Coffee & Beer,""" 10/19/2016 The staff was extremely friendly and welcoming. I just had a latte on my way to a meeting","but this would be a great place to do some work. They also have several local drafts on tap. """
3004,Apanas Coffee & Beer,9/9/2016 Really enjoying a pour over coffee and the delightful staff. Looking to come back here later to try out all the beers on tap!,5.0 star rating
3005,Apanas Coffee & Beer,9/2/2016 First to Review We've enjoyed the Domain location.  Excited it's coming to SoCo!!,5.0 star rating
3006,Halcyon,""" 11/30/2016 1 check-in I was craving smores all day and finally decided to come here with my boyfriend before we began an entire night of studying.  The atmosphere is a great place for a date as it has a very cozy and intimate vibe. They also gave a good amount of marshmallows for the two of us. The smores were good- however",nothing too special
3007,Halcyon,""" 12/4/2016 1 check-in Listed in ATX The vibe in here is good",but  a place that still sells cigarettes deserves a couple of stars knocked off
3008,Halcyon,""" 11/13/2016 This is based on experiencing multiple sides of Halcyon",the coffee and the cigar experiences.  The coffee was a decent experience
3009,Halcyon,""" 9/18/2016 1 check-in Heard good things about Halcyon",so I was glad I was able to stop in for some coffee one morning last week. The Thai iced coffee caught my eye so I ordered it. It was delicious! Very rich flavor and extremely satisfying
3010,Halcyon,""" 11/6/2016 Out for my own personal coffee tour of downtown ATX (recently moved to the neighborhood) and up next was Halcyon.  Stopped in about 1000am on Saturday.  Short line but plenty of tables available.  Two people working the counter so patiently waited my turn.  Female behind the counter was pretty surly.  She was taking orders",serving at the counter
3011,Halcyon,""" 9/6/2016 Updated review 4 check-ins So",I popped out of the relationship I was in when I first wrote my review. And since that delegation have been back to Halcyon numerous times.  Pleased to report that my love of this place was not tainted by the rose colored glasses of my former relationship.  Yes
3012,Halcyon,""" 12/3/2016 Consistently disappointing. I'm speaking about the service",not the food or the quality of coffee (though both are rather mediocre). I can think of very few instances where a barista or bartender or server has been outright cruel to my face. Sadly
3013,Halcyon,""" 5/17/2016 1 check-in Nice bright","modern bar and cafe located in downtown Austin.  I came for breakfast and ordered the Overnight French Toast with a Cappuccino. I was a bit confused that despite being """"eat in"""" my cappuccino was made as to-go. But it was alright. The french toast isn't your traditional french toast"
3014,Halcyon,""" 4/12/2016 1 check-in The food here was delicious. They have a beautiful selection and the location is open and comfortable. I arrived for breakfast and got a cream cheese bagel with salmon! Yum! The coffee was A-OK and... Jeez... What a beautiful selection of drinks and food. Such variety! This is a great place to come during your morning work routine",or for a date
3015,Halcyon,""" 7/11/2016 2 check-ins Halcyon is like that sweet spot coffee joint",you know?  Like you have to go when you're in the area even if you don't want coffee at the time.  And if you don't want coffee you can have adult beverages
3016,Halcyon,""" 8/18/2016 Ordered a $4 egg panini and a $2.50 cup of coffee. When I checked my credit card statement",they had charged me $9.74. No idea what happened there.  Brusque service at the counter. Not many food options.  Coffee was good. Egg panini was ok
3017,Halcyon,""" 10/15/2016 1 check-in Weird service and one of the guys had really off social queues for customer service. When you approach a counter you expect the person serving to ask how they can help",or what they can get for you
3018,Halcyon,""" 11/5/2016 I have tried Halcyon a few times and have consistently had a good experience. The s'mores (what they are known for) are fun but a little overpriced for what you get. During my most recent stop here",the graham crackers were slightly stale. I also wish the marshmallows were a little bigger!  Now for the good. This place has an incredibly mellow/relaxing vibe. It is great for people watching or just stopping in for a drink/coffee. I have not tried their alcoholic drinks
3019,Halcyon,11/27/2016 I loved how friendly the staff were here! And it's awesome for people watching and chilling out. The prosciutto Flatbread was delicious! Funky wall at art at Halcyon,5.0 star rating
3020,Halcyon,""" 1/10/2016 1 check-in Love the coffee and vibe!  On this occasion...  My coffee took like 20-30 minutes though (we came before the rush too",no one when we got there) When I asked about it at the 17 minute mark after the 3 people with me got their drink the girl said
3021,Halcyon,""" 11/6/2016 1 check-in Came for some Sunday s'mores and coffee. I got the Guatemala pour over which was strong",and delicious. Nice seating areas. There were lots of younger couples/students here. Not a problem
3022,Halcyon,""" 4/21/2016 Pretty neat spot for late night coffee/beer/dessert downtown. I came on a Monday night and they were still hopping in the late night at around 11pm. It was world music night and about 10 different people came to jam out on an array of different instruments",playing music from India
3023,Halcyon,""" 6/9/2016 This spot is literally perfection - smack dab in otherwise dirty downtown. A modern interior with tons of intimate couch seating",or traditional bar type seating if you prefer. This place is the perfect pitstop. We arrived here on Friday night and ordered drinks and 'smores. I love the coffee meets dessert meets drinks aspect here
3024,Halcyon,""" 9/10/2015 1 check-in Vibe is chill. Bartender is cool but for the price of the drinks I expected more with a lot better flavor and more diverse choices.  Bee's Knees wasn't on the menu but was made for me anyway. Okay. Bartender added quite a bit of gin which of course is pretty dry so even the honey couldn't sweeten it up by much.  Lemon Rhubarb was basically just sparkling lemon with a touch of alcohol. Where was my rhubarb? They looked oh",so very pretty but looks were kind of deceiving.  Thin mint is good but the person I was with that indulged in it said it sickened them after just a few slurps.  Hot chocolate was pretty bitter and really just could have used more sugar. It's hot chocolate
3025,Halcyon,""" 3/9/2016 1 check-in What a cute place!  I heard so many good things about their s'mores",and I was in such a s'mores kick so I had to try it out.  I can't say it worked perfectly
3026,Halcyon,11/9/2016 Great place - definitely hand pour coffee - if you don't like black you must try this one black no sugar no creamer etc. was a fun chic place to hang out at.,4.0 star rating
